JugadorID,Nombre del Juego,GPU del Jugador,RAM del Jugador (GB),GPU Requerida,RAM MÃ­nima Requerida (GB),Cumple Requisitos,Kills,Muertes,K/D Ratio,Precisión (%),Victorias,Horas Jugadas
J9121,Call of Duty Modern Warfare II,RTX 3070 Ti,8, AMD Radeon HD 7850,4,Sí,74772,61379,1.22,32.96,4104,9929
J6486,Call of Duty Modern Warfare 3,GTX 1080 Ti,8, NVIDIA GeForce GTX 660,6,Sí,312,5,62.4,49.54,5,35
J2469,Call of Duty WW2,RTX 2060 Super,8, AMD Radeon HD 7850,8,Sí,20614,12670,1.63,43.26,1185,2958
J7257,Call of Duty Modern Warfare 3,RTX 2060 Super,8, AMD Radeon R9 270 / R7 370,8,Sí,8087,4523,1.79,16.01,588,5350
J5578,Call of Duty Modern Warfare 3,AMD Radeon R9 380,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,13181,3097,4.26,44.48,731,5490
J4438,Call of Duty Black Ops,GTX 1660 Super,16, AMD Radeon HD 6850,8,Sí,62846,57812,1.09,39.24,2608,9254
J7098,Call of Duty WW2,RTX 2060 Super,16, AMD Radeon HD 7850,8,Sí,50984,34317,1.49,54.38,423,8839
J8047,Call of Duty Vanguard,RTX 3080,32, Intel HD 4000  or Radeon HD 7870,2,Sí,41341,11993,3.45,49.03,571,5395
J7502,Call of Duty WW2,GTX 1080 Ti,32,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,4,Sí,14332,4331,3.31,53.61,933,2140
J7014,Call of Duty Black Ops,RTX 3090,32, AMD Radeon HD 6970,8,Sí,86090,32684,2.63,30.72,2226,9268
J4727,Call of Duty Vanguard,GTX 1080 Ti,8,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,14954,12297,1.22,24.88,827,2766
J7804,Call of Duty Vanguard,RTX 3080,16, NVIDIA GeForce GTX 670,4,Sí,3387,54,62.72,15.11,85,691
J5824,Call of Duty WW2,GTX 1660 Super,64, AMD Radeon R9 280,4,Sí,11484,8479,1.35,16.84,522,2297
J9881,Call of Duty Vanguard,RTX 3090,16, AMD Radeon RX 560,8,Sí,21592,18260,1.18,52.7,1066,2430
J2224,Call of Duty Modern Warfare II,AMD Radeon R9 380,64, ATI Radeon 3000,4,Sí,235,41,5.73,58.8,28,384
J5501,Call of Duty Modern Warfare 3,RTX 3070 Ti,16, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,3652,2335,1.56,18.82,1580,4049
J5894,Call of Duty Modern Warfare 3,RTX 2060 Super,64, AMD Radeon R9 270 / R7 370,8,Sí,13267,12643,1.05,19.99,411,1692
J3951,Call of Duty Ghosts,RTX 3080,16, AMD Radeon RX 560,4,Sí,42389,19314,2.19,46.23,4182,8820
J4666,Call of Duty Ghosts,RTX 3080,64,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,56162,26849,2.09,13.04,3166,7193
J3145,Call of Duty Modern Warfare 3,RTX 3070 Ti,8, NVIDIA GeForce 6600,4,Sí,34685,33321,1.04,30.13,3337,8917
J6738,Call of Duty Ghosts,RTX 3060,8, AMD Radeon HD 7770,8,Sí,30446,19611,1.55,34.42,867,3588
J8764,Call of Duty Black Ops,AMD Radeon RX 570,32,"AMD Radeon RX 560,Nvidia GeForce GTX 1050 Ti",8,Sí,37680,20657,1.82,17.07,466,5499
J5790,Call of Duty Modern Warfare II,GTX 1080 Ti,64, Intel HD 4000  or Radeon HD 7870,2,Sí,12888,10459,1.23,29.7,1954,8575
J8859,Call of Duty Modern Warfare 3,RTX 2060 Super,8, AMD Radeon R9 270 / R7 370,8,Sí,9118,1912,4.77,51.11,2754,8226
J8168,Call of Duty Modern Warfare II,RTX 3070 Ti,8, AMD Radeon HD 7850,4,Sí,20692,14231,1.45,28.66,1855,5061
J6367,Call of Duty Modern Warfare 3,GTX 1080 Ti,8, NVIDIA GeForce GTX 670,8,Sí,2057,1772,1.16,14.42,2060,5595
J4719,Call of Duty WW2,RTX 3070 Ti,8,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,21978,6490,3.39,21.62,226,3994
J8339,Call of Duty Modern Warfare 3,RTX 2060 Super,16,Intel HD 4000,8,Sí,10628,1192,8.92,57.54,776,4250
J5342,Call of Duty Modern Warfare 3,AMD Radeon R9 380,32,Card,4,Sí,10707,3528,3.03,18.37,49,1925
J8214,Call of Duty Modern Warfare II,AMD Radeon R9 380,16, AMD Radeon HD 7790,4,Sí,37259,36809,1.01,12.05,629,5305
J7242,Call of Duty Ghosts,RTX 3090,32, AMD Radeon HD 6570,8,Sí,27845,16271,1.71,11.02,1549,7646
J6405,Call of Duty Modern Warfare 3,AMD Radeon R9 380,64,Card,4,Sí,9352,1340,6.98,53.22,980,3335
J3278,Call of Duty Modern Warfare II,GTX 1080 Ti,64, NVIDIA GeForce GTX 660,8,Sí,31848,1365,23.33,13.79,1154,3238
J9483,Call of Duty WW2,RTX 3060,16,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,4002,2349,1.7,19.53,245,500
J9784,Call of Duty Modern Warfare II,AMD Radeon RX 570,32, ATI Radeon HD 3870,8,Sí,439,224,1.96,18.99,30,94
J8144,Call of Duty Black Ops,RTX 3080,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,13485,9566,1.41,30.95,1824,3658
J8798,Call of Duty Modern Warfare II,RTX 3090,64,2GB GTX 750,8,Sí,317,27,11.74,16.03,23,46
J7102,Call of Duty Modern Warfare II,RTX 3080,16, NVIDIA GeForce GTX 1050,4,Sí,10926,3496,3.13,39.71,169,3157
J3773,Call of Duty Warzone,GTX 1080 Ti,8, AMD Radeon HD 7790,8,Sí,30846,17998,1.71,12.27,743,8563
J2296,Call of Duty Modern Warfare II,GTX 1080 Ti,32,NVIDIA GeForce GTX 960 or AMD Radeon RX 470,8,Sí,12225,4835,2.53,39.3,818,2340
J6406,Call of Duty Black Ops,GTX 1660 Super,32, AMD Radeon HD 6850,8,Sí,26981,5200,5.19,53.87,1174,2716
J5178,Call of Duty Modern Warfare 3,GTX 1080 Ti,8, NVIDIA GeForce GTX 670,8,Sí,22847,15115,1.51,48.92,763,2468
J7122,Call of Duty Vanguard,RTX 3080,16, AMD Radeon RX 460,8,Sí,13896,12380,1.12,40.3,1826,7441
J3943,Call of Duty Modern Warfare II,RTX 3080,16, NVIDIA GeForce GTX 1050,4,Sí,3598,2855,1.26,23.94,809,2334
J5995,Call of Duty Modern Warfare II,AMD Radeon RX 570,32, AMD Radeon HD 6570,4,Sí,57134,42105,1.36,25.5,1830,6034
J3441,Call of Duty Modern Warfare II,RTX 3090,16,NVIDIAÂ® GeForceÂ® GTX 670 / NVIDIAÂ® GeForceÂ® GTX 1650 or AMD RadeonÂ HD 7950 -,8,Sí,3975,3353,1.19,56.77,75,2173
J8588,Call of Duty Vanguard,GTX 1660 Super,32, NVIDIA GeForce 6600,8,Sí,3969,1093,3.63,47.08,127,503
J5145,Call of Duty Modern Warfare II,RTX 3070 Ti,32, AMD Radeon HD 7850,4,Sí,26574,15865,1.68,23.04,1222,2953
J5247,Call of Duty Modern Warfare 3,AMD Radeon RX 570,64, AMD Radeon R9 270 / R7 370,4,Sí,11805,9137,1.29,33.41,2220,5672
J4116,Call of Duty Vanguard,RTX 3060,32, NVIDIA GeForce GTX 670,8,Sí,4479,1723,2.6,24.9,257,1556
J2823,Call of Duty Black Ops,GTX 1080 Ti,64, AMD Radeon HD 6850,8,Sí,31841,16667,1.91,33.83,1835,4561
J2029,Call of Duty Black Ops,AMD Radeon R9 380,32, AMD Radeon HD 7870,8,Sí,67226,40850,1.65,20.58,95,9936
J5858,Call of Duty WW2,AMD Radeon RX 570,64, NVIDIA GeForce 510,2,Sí,42379,2086,20.32,51.26,656,5123
J5625,Call of Duty Black Ops,AMD Radeon R9 380,64, AMD Radeon HD 7770,4,Sí,68268,54753,1.25,50.84,2349,9071
J9854,Call of Duty Ghosts,RTX 3080,16, AMD Radeon RX 560,4,Sí,2046,1499,1.36,21.17,2709,8195
J6499,Call of Duty Ghosts,RTX 2060 Super,32, AMD Radeon HD 7870,8,Sí,21416,14179,1.51,10.44,1126,6670
J4522,Call of Duty Modern Warfare 3,AMD Radeon R9 380,8,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,3164,697,4.54,54.14,504,2428
J9219,Call of Duty Black Ops,GTX 1660 Super,32, AMD Radeon HD 6850,8,Sí,9277,9034,1.03,50.08,439,2922
J7155,Call of Duty WW2,RTX 3060,64,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,21303,6751,3.16,12.75,1492,4318
J4598,Call of Duty Modern Warfare II,AMD Radeon RX 570,64, ATI Radeon HD 5870,8,Sí,4522,1774,2.55,24.22,2,932
J6632,Call of Duty Modern Warfare II,AMD Radeon RX 570,32, AMD Radeon HD 6570,4,Sí,12702,951,13.36,30.9,618,2308
J8091,Call of Duty Modern Warfare 3,GTX 1080 Ti,8, NVIDIA GeForce GTX 660,6,Sí,38217,16834,2.27,44.93,1430,4061
J9897,Call of Duty Modern Warfare 3,GTX 1080 Ti,32, NVIDIA GeForce GTX 670,8,Sí,35435,22883,1.55,51.38,1353,5127
J9480,Call of Duty Modern Warfare II,RTX 3070 Ti,16, AMD Radeon HD 7850,4,Sí,57409,36356,1.58,51.71,1802,9520
J6878,Call of Duty Modern Warfare 3,GTX 1080 Ti,64, NVIDIA GeForce GTX 660,6,Sí,7290,2002,3.64,49.74,1800,4489
J6902,Call of Duty Modern Warfare 3,RTX 2060 Super,64,Intel HD 4000,8,Sí,36934,33914,1.09,47.3,2153,7473
J6414,Call of Duty Vanguard,GTX 1080 Ti,32,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,4273,123,34.74,57.76,2833,8901
J2746,Call of Duty Modern Warfare II,RTX 3070 Ti,64,2GB GTX 750,8,Sí,6425,4672,1.38,41.37,275,966
J9462,Call of Duty Modern Warfare 3,RTX 2060 Super,16,Intel HD 4000,8,Sí,69621,13101,5.31,13.2,594,9527
J7015,Call of Duty Modern Warfare II,RTX 3090,64,ATI Radeon HD 4850,8,Sí,1030,627,1.64,48.6,1868,4027
J5371,Call of Duty Ghosts,GTX 1660 Super,16, NVIDIA GeForce GTX 660,8,Sí,6632,5976,1.11,10.31,8,4834
J1705,Call of Duty Black Ops,RTX 3060,8,"NVIDIA GeForce GTX 560 with 2 GB VRAM (current equivalent NVIDIA GeForce GTX 760) | AMD Radeon HD 7770 with 2 GB VRAM, or better - See supported List*",4,Sí,3505,353,9.93,33.24,246,1543
J1095,Call of Duty Modern Warfare II,GTX 1660 Super,8,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,2,Sí,4404,1820,2.42,29.47,370,4792
J5540,Call of Duty Modern Warfare II,RTX 3070 Ti,64, AMD Radeon HD 7850,4,Sí,2931,791,3.71,14.15,525,4868
J1027,Call of Duty Vanguard,RTX 3080,64, NVIDIA GeForce GTX 670,4,Sí,4656,1787,2.61,24.68,639,7003
J6953,Call of Duty Modern Warfare II,RTX 3070 Ti,32,2GB GTX 750,8,Sí,8283,380,21.8,18.78,725,3858
J8340,Call of Duty Ghosts,RTX 2060 Super,8, AMD Radeon HD 7870,8,Sí,18023,12733,1.42,47.44,279,1871
J9769,Call of Duty Modern Warfare II,GTX 1080 Ti,64, Intel HD 4000  or Radeon HD 7870,2,Sí,3516,1846,1.9,17.25,2036,5700
J3931,Call of Duty Modern Warfare 3,GTX 1080 Ti,64, NVIDIA GeForce GTX 670,8,Sí,22298,8191,2.72,16.39,1484,8265
J1158,Call of Duty Modern Warfare 3,AMD Radeon R9 380,16, AMD Radeon HD 7770,4,Sí,17866,14379,1.24,29.9,756,4358
J8125,Call of Duty Modern Warfare II,AMD Radeon R9 380,32,AMD RX 570 or Nvidia GTX 1050 Ti,8,Sí,11866,9391,1.26,47.34,1321,9314
J5459,Call of Duty Black Ops,RTX 3060,16, AMD Radeon HD 7790,8,Sí,7162,411,17.43,15.98,402,1086
J5083,Call of Duty Vanguard,GTX 1660 Super,16, AMD Radeon HD 7850,8,Sí,17014,9701,1.75,34.36,1241,2727
J1900,Call of Duty Ghosts,RTX 3080,64, AMD Radeon RX 560,4,Sí,38523,21866,1.76,52.73,798,4463
J6550,Call of Duty Vanguard,RTX 2060 Super,16, AMD Radeon X1600,4,Sí,22321,21955,1.02,25.82,123,4453
J3013,Call of Duty Black Ops,RTX 3060,16,"NVIDIA GeForce GTX 560 with 2 GB VRAM (current equivalent NVIDIA GeForce GTX 760) | AMD Radeon HD 7770 with 2 GB VRAM, or better - See supported List*",4,Sí,8977,4376,2.05,45.55,1184,8850
J8548,Call of Duty Black Ops,AMD Radeon RX 570,8,"AMD Radeon RX 560,Nvidia GeForce GTX 1050 Ti",8,Sí,63605,30014,2.12,50.77,713,9376
J4453,Call of Duty Modern Warfare 3,RTX 2060 Super,64,Intel HD 4000,8,Sí,63772,32170,1.98,36.18,2885,6649
J5675,Call of Duty Vanguard,RTX 3060,32, NVIDIA GeForce GTX 670,8,Sí,1810,813,2.23,25.39,19,257
J1863,Call of Duty Modern Warfare 3,RTX 3070 Ti,16, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,14468,3387,4.27,29.79,211,2199
J9566,Call of Duty Modern Warfare 3,RTX 2060 Super,16, AMD Radeon R9 270 / R7 370,8,Sí,49807,37987,1.31,37.85,3409,8057
J8897,Call of Duty Modern Warfare 3,AMD Radeon R9 380,64,Card,4,Sí,6414,2217,2.89,21.81,294,997
J1521,Call of Duty Vanguard,GTX 1660 Super,64, AMD Radeon HD 7850,8,Sí,12202,11859,1.03,27.08,1476,8332
J5998,Call of Duty Ghosts,RTX 3080,64, AMD Radeon R9 270,8,Sí,6684,5322,1.26,49.25,103,739
J8573,Call of Duty Modern Warfare II,RTX 3060,16, NVIDIA GeForce GTX 1050,8,Sí,44539,9169,4.86,30.78,236,5294
J9928,Call of Duty Modern Warfare 3,AMD Radeon R9 380,64, AMD Radeon HD 7770,4,Sí,124,109,1.14,55.29,3,14
J7683,Call of Duty WW2,RTX 3090,64, ATI Radeon HD 5870,8,Sí,19452,17117,1.14,22.77,1759,4276
J5121,Call of Duty Black Ops,GTX 1080 Ti,8, AMD Radeon HD 6850,8,Sí,24,17,1.41,37.73,80,1860
J5531,Call of Duty Black Ops,GTX 1080 Ti,8, AMD Radeon HD 6850,8,Sí,26897,15131,1.78,19.34,2025,7142
J5783,Call of Duty Modern Warfare 3,RTX 3070 Ti,32, NVIDIA GeForce 6600,4,Sí,12458,11006,1.13,14.14,597,1309
J6045,Call of Duty Black Ops,RTX 3070 Ti,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,47132,38436,1.23,34.43,500,8750
J2440,Call of Duty Black Ops,AMD Radeon RX 570,64,"AMD Radeon RX 560,Nvidia GeForce GTX 1050 Ti",8,Sí,34958,20765,1.68,42.87,1445,9086
J1394,Call of Duty Vanguard,GTX 1660 Super,8, NVIDIA GeForce 6600,8,Sí,54270,30291,1.79,57.24,566,7613
J1452,Call of Duty Vanguard,GTX 1660 Super,8, AMD Radeon HD 7850,8,Sí,5084,2674,1.9,11.97,533,2028
J7947,Call of Duty Modern Warfare II,RTX 3060,8, NVIDIA GeForce GTX 1050,8,Sí,29324,13381,2.19,30.91,898,3464
J5726,Call of Duty Ghosts,RTX 3070 Ti,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,23583,23316,1.01,28.01,132,3741
J2217,Call of Duty Vanguard,RTX 3080,16, AMD Radeon RX 460,8,Sí,6906,2556,2.7,10.62,1314,4151
J9916,Call of Duty WW2,AMD Radeon RX 570,64, NVIDIA GeForce 510,2,Sí,482,100,4.82,39.91,2985,6068
J5941,Call of Duty Black Ops,RTX 3060,8, AMD Radeon HD 7790,8,Sí,9331,8740,1.07,45.3,485,1689
J8159,Call of Duty Black Ops,AMD Radeon R9 380,32, AMD Radeon HD 7850,8,Sí,2435,1955,1.25,57.57,18,884
J1361,Call of Duty Modern Warfare II,RTX 3070 Ti,32,2GB GTX 750,8,Sí,1537,860,1.79,24.51,180,1238
J1390,Call of Duty Modern Warfare 3,RTX 2060 Super,16,Intel HD 4000,8,Sí,1281,1261,1.02,15.96,1024,2480
J9926,Call of Duty Modern Warfare 3,RTX 3090,8, NVIDIA GeForce GTX 670,8,Sí,4128,2105,1.96,32.97,1732,3741
J8052,Call of Duty Modern Warfare II,RTX 3090,16,2GB GTX 750,8,Sí,15418,2329,6.62,58.19,1769,3608
J6322,Call of Duty Modern Warfare II,RTX 3080,8, NVIDIA GeForce GTX 1050,4,Sí,50977,26695,1.91,27.02,2135,7586
J6407,Call of Duty Vanguard,GTX 1660 Super,16, AMD Radeon HD 7850,8,Sí,54296,38261,1.42,14.93,2113,9439
J8500,Call of Duty Modern Warfare II,AMD Radeon RX 570,32, AMD Radeon HD 6570,4,Sí,36946,11874,3.11,41.75,3341,7284
J4896,Call of Duty Ghosts,GTX 1660 Super,16, NVIDIA GeForce GTX 660,8,Sí,8283,1371,6.04,40.29,964,4798
J8360,Call of Duty Warzone,RTX 3070 Ti,16, ATI Radeon HD 5770,8,Sí,13316,12134,1.1,33.93,263,2491
J5504,Call of Duty Modern Warfare II,AMD Radeon R9 380,8,AMD RX 570 or Nvidia GTX 1050 Ti,8,Sí,7866,2024,3.89,57.52,1364,3489
J1206,Call of Duty WW2,RTX 3070 Ti,32,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,29901,11348,2.63,48.91,1456,3620
J2754,Call of Duty Modern Warfare 3,RTX 2060 Super,32,Intel HD 4000,8,Sí,13410,12204,1.1,20.09,2936,7346
J9335,Call of Duty Ghosts,RTX 2060 Super,32, AMD Radeon HD 7770,4,Sí,28141,13559,2.08,42.72,1140,5584
J3679,Call of Duty Black Ops,RTX 3080,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,1284,965,1.33,43.93,722,1597
J5263,Call of Duty Modern Warfare II,AMD Radeon R9 380,64,AMD RX 570 or Nvidia GTX 1050 Ti,8,Sí,33491,14628,2.29,24.58,1182,5703
J8356,Call of Duty Black Ops,GTX 1080 Ti,32, AMD Radeon HD 6850,8,Sí,5881,5489,1.07,31.95,603,1987
J7949,Call of Duty Modern Warfare II,AMD Radeon RX 570,16, AMD Radeon HD 6570,4,Sí,26893,21701,1.24,55.52,957,2941
J4101,Call of Duty Modern Warfare 3,RTX 3080,16, ATI Radeon HD 3870,8,Sí,19214,3164,6.07,12.4,1881,7507
J3769,Call of Duty WW2,AMD Radeon RX 570,32, NVIDIA GeForce 510,2,Sí,43608,9284,4.7,16.53,1100,9020
J3585,Call of Duty Modern Warfare 3,AMD Radeon R9 380,32,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,35288,34727,1.02,12.98,1238,9956
J9592,Call of Duty WW2,RTX 3060,8, ATI Radeon HD 3870,4,Sí,73574,37800,1.95,14.97,2226,7378
J7375,Call of Duty Modern Warfare II,AMD Radeon R9 380,16, AMD Radeon HD 7790,4,Sí,6812,2316,2.94,34.31,420,3328
J1492,Call of Duty Modern Warfare II,RTX 3070 Ti,32, AMD Radeon HD 7850,4,Sí,2038,866,2.35,49.63,123,248
J5326,Call of Duty Modern Warfare 3,RTX 2060 Super,8,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,17327,7132,2.43,13.93,403,6490
J2598,Call of Duty Modern Warfare 3,AMD Radeon RX 570,8, AMD Radeon R9 270 / R7 370,4,Sí,47579,10048,4.74,23.37,2035,5323
J8780,Call of Duty Black Ops,AMD Radeon R9 380,16, AMD Radeon HD 7770,4,Sí,53149,46832,1.13,54.79,2563,5634
J3891,Call of Duty WW2,RTX 3090,64,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,3640,475,7.66,31.71,3405,8499
J7572,Call of Duty Modern Warfare 3,RTX 3070 Ti,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,10286,6860,1.5,19.07,343,4973
J7595,Call of Duty Black Ops,RTX 3060,64,"NVIDIA GeForce GTX 560 with 2 GB VRAM (current equivalent NVIDIA GeForce GTX 760) | AMD Radeon HD 7770 with 2 GB VRAM, or better - See supported List*",4,Sí,11275,3421,3.3,41.5,1258,5495
J1774,Call of Duty Black Ops,RTX 3060,8, AMD Radeon HD 7790,8,Sí,8036,4561,1.76,50.77,2793,7148
J5929,Call of Duty Modern Warfare II,AMD Radeon RX 570,16, AMD Radeon HD 6570,4,Sí,13397,1088,12.31,16.71,2746,9809
J7053,Call of Duty Modern Warfare II,GTX 1080 Ti,8, NVIDIA GeForce GTX 660,8,Sí,21434,19076,1.12,33.02,1014,2165
J9313,Call of Duty Modern Warfare II,RTX 3060,16, NVIDIA GeForce GTX 1050,8,Sí,28225,15279,1.85,39.53,633,6291
J3064,Call of Duty Modern Warfare 3,RTX 3080,16, ATI Radeon HD 3870,8,Sí,82155,26067,3.15,16.57,3075,8780
J9682,Call of Duty Modern Warfare 3,RTX 2060 Super,16, AMD Radeon R9 270 / R7 370,8,Sí,14606,7063,2.07,44.38,1010,6596
J1959,Call of Duty Warzone,RTX 3070 Ti,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,61241,33164,1.85,11.74,1864,8410
J1483,Call of Duty WW2,RTX 3080,64,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,4,Sí,50202,3289,15.26,28.41,436,6858
J7390,Call of Duty Ghosts,RTX 3080,8, AMD Radeon RX 560,4,Sí,37590,18944,1.98,42.85,1857,6967
J5113,Call of Duty Vanguard,RTX 2060 Super,8, AMD Radeon X1600,4,Sí,43124,25645,1.68,37.11,1259,5703
J3721,Call of Duty Modern Warfare II,AMD Radeon R9 380,64, ATI Radeon 3000,4,Sí,24121,15788,1.53,44.95,1749,3578
J8697,Call of Duty Ghosts,RTX 3090,16, AMD Radeon HD 6570,8,Sí,3042,2754,1.1,35.25,16,518
J2291,Call of Duty Vanguard,RTX 2060 Super,64, AMD Radeon X1600,4,Sí,83787,50649,1.65,55.75,2349,9623
J1547,Call of Duty Modern Warfare II,GTX 1080 Ti,8,NVIDIA GeForce GTX 960 or AMD Radeon RX 470,8,Sí,22850,8799,2.6,43.57,1465,9958
J5810,Call of Duty Ghosts,RTX 3060,16, AMD Radeon HD 7770,8,Sí,23874,15706,1.52,38.49,677,4283
J3714,Call of Duty Black Ops,RTX 3090,16, AMD Radeon HD 6970,8,Sí,55880,24791,2.25,37.54,2896,6307
J6727,Call of Duty WW2,GTX 1080 Ti,8,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,4,Sí,25547,9796,2.61,11.72,2724,6760
J3564,Call of Duty Modern Warfare II,RTX 3070 Ti,64,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,15148,10198,1.49,39.82,2112,5075
J4650,Call of Duty Black Ops,RTX 2060 Super,16,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",8,Sí,26168,16928,1.55,14.2,2861,6792
J8499,Call of Duty Modern Warfare II,RTX 3070 Ti,8, AMD Radeon HD 7850,4,Sí,375,13,28.85,44.87,1699,3709
J7173,Call of Duty WW2,RTX 3060,8, NVIDIA GeForce GTX 660,4,Sí,365,166,2.2,58.79,156,375
J1336,Call of Duty Ghosts,RTX 2060 Super,32, AMD Radeon HD 7770,4,Sí,29582,12744,2.32,32.16,2785,9814
J2015,Call of Duty Ghosts,GTX 1660 Super,8, NVIDIA GeForce GTX 660,8,Sí,1563,1396,1.12,10.77,314,1371
J8549,Call of Duty Modern Warfare II,RTX 2060 Super,64, NVIDIA GeForce 6600,4,Sí,7043,5652,1.25,43.14,504,1208
J7222,Call of Duty WW2,GTX 1080 Ti,64,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,4,Sí,49566,10793,4.59,44.83,1747,5250
J2633,Call of Duty WW2,AMD Radeon RX 570,64, NVIDIA GeForce 510,2,Sí,28732,8392,3.42,37.66,840,4073
J3178,Call of Duty Modern Warfare II,GTX 1080 Ti,32, Intel HD 4000  or Radeon HD 7870,2,Sí,2688,1311,2.05,11.64,181,556
J3489,Call of Duty Modern Warfare 3,RTX 2060 Super,8, AMD Radeon R9 270 / R7 370,8,Sí,12200,8723,1.4,45.46,302,4513
J4608,Call of Duty Modern Warfare II,RTX 3090,64,2GB GTX 750,8,Sí,12951,3159,4.1,20.93,1083,4476
J5928,Call of Duty Modern Warfare II,RTX 3060,32, NVIDIA GeForce GTX 1050,8,Sí,15940,13832,1.15,57.4,1351,3109
J3959,Call of Duty Modern Warfare II,AMD Radeon RX 570,16, AMD Radeon HD 6570,4,Sí,55385,14675,3.77,43.72,1444,9236
J6777,Call of Duty Modern Warfare 3,RTX 3070 Ti,8, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,13217,3567,3.71,48.55,802,2818
J7510,Call of Duty Modern Warfare 3,GTX 1080 Ti,32, NVIDIA GeForce GTX 660,6,Sí,9843,6491,1.52,51.95,2088,5709
J1770,Call of Duty WW2,RTX 2060 Super,16, AMD Radeon HD 7850,8,Sí,5843,4657,1.25,43.55,382,1217
J8474,Call of Duty Vanguard,RTX 2060 Super,64, AMD Radeon X1600,4,Sí,13277,6156,2.16,56.03,341,2597
J5946,Call of Duty WW2,RTX 3080,8,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,4,Sí,14137,11600,1.22,55.21,754,4685
J2985,Call of Duty Ghosts,RTX 2060 Super,16, AMD Radeon HD 7870,8,Sí,20695,14013,1.48,55.62,1967,7704
J9188,Call of Duty Ghosts,RTX 3070 Ti,64,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,377,184,2.05,45.39,128,337
J1053,Call of Duty Modern Warfare II,RTX 3080,64, NVIDIA GeForce GTX 1050,4,Sí,17965,2270,7.91,14.68,912,1909
J5525,Call of Duty Modern Warfare II,GTX 1080 Ti,32, Intel HD 4000  or Radeon HD 7870,2,Sí,30952,25949,1.19,42.24,1349,4627
J6649,Call of Duty WW2,RTX 2060 Super,16, AMD Radeon HD 7850,8,Sí,7680,5820,1.32,58.49,2606,9606
J9081,Call of Duty Modern Warfare 3,AMD Radeon R9 380,8,Card,4,Sí,7329,2641,2.78,47.1,1940,4506
J1710,Call of Duty Modern Warfare 3,AMD Radeon R9 380,64,Card,4,Sí,47323,12763,3.71,40.94,2521,6290
